evento_id,timestamp,sede,medico_id,tiempo_segundos,completada
393,2025-11-03T17:39:00,Cuenca,MED-CUE-10,4.94,1
394,2025-11-03T12:53:00,Cuenca,MED-CUE-02,10.62,1
395,2025-11-03T07:41:00,Cuenca,MED-CUE-10,6.65,1
396,2025-11-03T13:39:00,Cuenca,MED-CUE-08,5.33,1
397,2025-11-03T17:34:00,Cuenca,MED-CUE-11,5.57,1
398,2025-11-03T13:19:00,Cuenca,MED-CUE-12,10.14,1
399,2025-11-03T07:10:00,Cuenca,MED-CUE-10,4.9,1
400,2025-11-03T09:20:00,Cuenca,MED-CUE-06,7.14,1
401,2025-11-03T18:55:00,Cuenca,MED-CUE-09,5.65,1
402,2025-11-03T15:06:00,Cuenca,MED-CUE-08,7.75,1
403,2025-11-03T08:17:00,Cuenca,MED-CUE-07,5.71,1
404,2025-11-03T16:26:00,Cuenca,MED-CUE-03,6.76,1
405,2025-11-03T12:59:00,Cuenca,MED-CUE-08,8.54,1
406,2025-11-03T15:29:00,Cuenca,MED-CUE-07,5.21,1
407,2025-11-03T15:29:00,Cuenca,MED-CUE-04,6.51,0
408,2025-11-03T16:22:00,Cuenca,MED-CUE-11,7.66,1
409,2025-11-03T17:30:00,Cuenca,MED-CUE-01,6.87,1
410,2025-11-03T08:27:00,Cuenca,MED-CUE-07,7.28,1
411,2025-11-03T12:02:00,Cuenca,MED-CUE-09,9.27,1
412,2025-11-03T11:04:00,Cuenca,MED-CUE-10,9.99,1
413,2025-11-03T17:39:00,Cuenca,MED-CUE-02,7.57,1
414,2025-11-03T13:23:00,Cuenca,MED-CUE-03,6.88,1
415,2025-11-03T10:38:00,Cuenca,MED-CUE-03,6.84,1
416,2025-11-03T18:21:00,Cuenca,MED-CUE-09,6.4,1
417,2025-11-03T14:09:00,Cuenca,MED-CUE-10,5.08,1
418,2025-11-03T12:10:00,Cuenca,MED-CUE-10,7.22,1
419,2025-11-03T12:32:00,Cuenca,MED-CUE-05,12.96,1
420,2025-11-03T14:52:00,Cuenca,MED-CUE-06,4.87,1
421,2025-11-03T17:07:00,Cuenca,MED-CUE-12,8.47,1
422,2025-11-03T18:40:00,Cuenca,MED-CUE-08,6.25,1
423,2025-11-03T11:41:00,Cuenca,MED-CUE-12,7.65,1
424,2025-11-03T07:37:00,Cuenca,MED-CUE-07,4.69,1
425,2025-11-03T09:52:00,Cuenca,MED-CUE-01,6.72,1
426,2025-11-03T16:44:00,Cuenca,MED-CUE-03,6.73,1
427,2025-11-03T13:44:00,Cuenca,MED-CUE-09,6.69,1
428,2025-11-03T16:58:00,Cuenca,MED-CUE-12,3.63,1
429,2025-11-03T09:33:00,Cuenca,MED-CUE-06,7.02,1
430,2025-11-03T17:30:00,Cuenca,MED-CUE-09,5.21,1
431,2025-11-03T12:34:00,Cuenca,MED-CUE-11,8.2,1
432,2025-11-03T18:16:00,Cuenca,MED-CUE-04,8.55,1
433,2025-11-03T10:17:00,Cuenca,MED-CUE-05,8.99,0
434,2025-11-03T11:45:00,Cuenca,MED-CUE-06,14.13,1
435,2025-11-03T15:59:00,Cuenca,MED-CUE-10,8.7,1
436,2025-11-03T17:34:00,Cuenca,MED-CUE-07,5.54,1
437,2025-11-03T12:49:00,Cuenca,MED-CUE-12,9.36,1
438,2025-11-03T08:22:00,Cuenca,MED-CUE-04,8.45,1
439,2025-11-03T10:52:00,Cuenca,MED-CUE-03,4.98,1
440,2025-11-03T08:39:00,Cuenca,MED-CUE-04,5.66,1
441,2025-11-03T10:03:00,Cuenca,MED-CUE-01,7.45,1
442,2025-11-03T08:26:00,Cuenca,MED-CUE-03,5.68,1
443,2025-11-03T07:35:00,Cuenca,MED-CUE-03,7.98,0
444,2025-11-03T13:41:00,Cuenca,MED-CUE-04,9.33,1
445,2025-11-03T11:20:00,Cuenca,MED-CUE-11,9.12,1
446,2025-11-03T16:14:00,Cuenca,MED-CUE-12,7.01,1
447,2025-11-03T07:58:00,Cuenca,MED-CUE-01,7.87,1
448,2025-11-03T13:50:00,Cuenca,MED-CUE-12,5.76,1
449,2025-11-03T11:56:00,Cuenca,MED-CUE-06,12.12,1
450,2025-11-03T11:29:00,Cuenca,MED-CUE-03,12.2,1
451,2025-11-03T15:29:00,Ambato,MED-AMB-12,6.11,1
452,2025-11-03T14:41:00,Ambato,MED-AMB-03,9.2,1
453,2025-11-03T07:47:00,Ambato,MED-AMB-04,5.85,1
454,2025-11-03T09:39:00,Ambato,MED-AMB-07,7.57,1
455,2025-11-03T13:32:00,Ambato,MED-AMB-03,5.79,1
456,2025-11-03T14:20:00,Ambato,MED-AMB-01,7.84,1
457,2025-11-03T11:24:00,Ambato,MED-AMB-05,14.06,1
458,2025-11-03T16:46:00,Ambato,MED-AMB-04,5.45,1
459,2025-11-03T07:42:00,Ambato,MED-AMB-05,5.98,1
460,2025-11-03T09:25:00,Ambato,MED-AMB-05,5.17,1
461,2025-11-03T18:07:00,Ambato,MED-AMB-05,3.37,1
462,2025-11-03T12:39:00,Ambato,MED-AMB-08,16.13,1
463,2025-11-03T18:38:00,Ambato,MED-AMB-09,4.86,1
464,2025-11-03T17:52:00,Ambato,MED-AMB-04,8.16,1
465,2025-11-03T17:48:00,Ambato,MED-AMB-09,4.32,1
466,2025-11-03T18:23:00,Ambato,MED-AMB-10,5.01,1
467,2025-11-03T08:03:00,Ambato,MED-AMB-09,8.04,1
468,2025-11-03T09:10:00,Ambato,MED-AMB-09,3.65,1
469,2025-11-03T14:07:00,Ambato,MED-AMB-09,5.49,1
470,2025-11-03T14:51:00,Ambato,MED-AMB-03,4.34,1
471,2025-11-03T15:26:00,Ambato,MED-AMB-05,6.0,1
472,2025-11-03T18:01:00,Ambato,MED-AMB-01,6.64,1
473,2025-11-03T18:13:00,Ambato,MED-AMB-02,6.1,1
474,2025-11-03T15:03:00,Ambato,MED-AMB-02,6.28,1
475,2025-11-03T14:02:00,Ambato,MED-AMB-11,6.28,1
476,2025-11-03T18:41:00,Ambato,MED-AMB-06,7.42,0
477,2025-11-03T13:28:00,Ambato,MED-AMB-11,8.73,1
478,2025-11-03T17:55:00,Ambato,MED-AMB-11,4.11,1
479,2025-11-03T12:07:00,Ambato,MED-AMB-12,13.55,1
480,2025-11-03T10:53:00,Ambato,MED-AMB-11,10.83,1
481,2025-11-03T18:34:00,Ambato,MED-AMB-08,5.2,1
482,2025-11-03T12:09:00,Ambato,MED-AMB-02,10.42,1
483,2025-11-03T07:51:00,Ambato,MED-AMB-10,9.99,1
484,2025-11-03T07:15:00,Ambato,MED-AMB-10,6.69,1
485,2025-11-03T17:45:00,Ambato,MED-AMB-04,7.17,1
486,2025-11-03T18:02:00,Ambato,MED-AMB-01,5.6,1
487,2025-11-03T09:32:00,Ambato,MED-AMB-04,7.13,0
488,2025-11-03T18:36:00,Ambato,MED-AMB-06,5.65,1
489,2025-11-03T10:19:00,Ambato,MED-AMB-07,16.49,1
490,2025-11-03T11:17:00,Ambato,MED-AMB-03,11.95,1
491,2025-11-03T17:43:00,Ambato,MED-AMB-08,7.87,1
492,2025-11-03T07:22:00,Ambato,MED-AMB-06,8.59,1
493,2025-11-03T18:26:00,Ambato,MED-AMB-05,5.7,1
494,2025-11-03T13:11:00,Ambato,MED-AMB-05,6.55,1
495,2025-11-03T18:09:00,Ambato,MED-AMB-01,4.8,1
496,2025-11-03T15:26:00,Ambato,MED-AMB-04,8.38,1
497,2025-11-03T11:13:00,Ambato,MED-AMB-06,9.72,1
498,2025-11-03T08:34:00,Ambato,MED-AMB-04,7.03,1
499,2025-11-03T07:17:00,Ambato,MED-AMB-02,5.03,1
500,2025-11-03T10:51:00,Ambato,MED-AMB-08,12.16,1
501,2025-11-03T10:55:00,Ambato,MED-AMB-04,9.52,1
502,2025-11-03T10:47:00,Ambato,MED-AMB-04,15.63,1
503,2025-11-03T18:38:00,Ambato,MED-AMB-07,10.47,1
504,2025-11-03T10:35:00,Ambato,MED-AMB-11,11.44,1
505,2025-11-03T12:19:00,Ambato,MED-AMB-02,12.76,1
506,2025-11-03T18:30:00,Ambato,MED-AMB-06,6.6,1
507,2025-11-03T13:02:00,Ambato,MED-AMB-04,5.19,1
508,2025-11-03T18:09:00,Ambato,MED-AMB-12,8.39,1
509,2025-11-03T13:18:00,Ambato,MED-AMB-06,6.69,1
510,2025-11-03T10:24:00,Ambato,MED-AMB-11,8.84,1
511,2025-11-03T12:16:00,Ambato,MED-AMB-12,8.34,1
512,2025-11-03T14:29:00,Ambato,MED-AMB-12,7.81,1
513,2025-11-03T15:31:00,Ambato,MED-AMB-09,8.83,1
514,2025-11-03T17:03:00,Ambato,MED-AMB-11,3.67,1
515,2025-11-03T07:48:00,Ambato,MED-AMB-03,6.07,1
516,2025-11-03T17:14:00,Ambato,MED-AMB-08,7.28,1
517,2025-11-03T12:03:00,Ambato,MED-AMB-08,8.67,1
518,2025-11-03T17:31:00,Ambato,MED-AMB-09,5.0,1
519,2025-11-03T15:26:00,Ambato,MED-AMB-05,8.34,1
520,2025-11-03T07:32:00,Ambato,MED-AMB-11,6.64,1
521,2025-11-03T13:51:00,Ambato,MED-AMB-09,7.38,1
522,2025-11-03T09:15:00,Ambato,MED-AMB-09,6.15,1
523,2025-11-03T11:52:00,Ambato,MED-AMB-07,11.69,1
524,2025-11-03T14:36:00,Ambato,MED-AMB-02,6.6,1
525,2025-11-03T17:54:00,Ambato,MED-AMB-01,8.82,1
526,2025-11-03T08:25:00,Ambato,MED-AMB-01,5.12,1
527,2025-11-03T18:10:00,Ambato,MED-AMB-07,7.81,1
528,2025-11-03T17:50:00,Ambato,MED-AMB-09,4.48,0
529,2025-11-03T07:14:00,Ambato,MED-AMB-12,10.1,1
530,2025-11-03T16:30:00,Ambato,MED-AMB-05,6.05,1
531,2025-11-03T15:36:00,Ambato,MED-AMB-03,9.88,1
532,2025-11-03T12:01:00,Ambato,MED-AMB-12,11.8,1
533,2025-11-03T13:59:00,Ambato,MED-AMB-07,7.29,1
534,2025-11-03T17:57:00,Ambato,MED-AMB-07,6.92,1
535,2025-11-03T18:08:00,Ambato,MED-AMB-12,7.08,1
536,2025-11-03T12:03:00,Ambato,MED-AMB-10,9.47,1
537,2025-11-03T16:38:00,Ambato,MED-AMB-06,7.13,1
538,2025-11-03T07:40:00,Ambato,MED-AMB-06,5.81,1
539,2025-11-03T15:24:00,Ambato,MED-AMB-11,11.15,1
540,2025-11-03T16:42:00,Ambato,MED-AMB-04,4.62,1
541,2025-11-03T18:04:00,Manta,MED-MAN-03,8.27,1
542,2025-11-03T13:45:00,Manta,MED-MAN-06,6.68,1
543,2025-11-03T08:05:00,Manta,MED-MAN-05,5.65,1
544,2025-11-03T14:23:00,Manta,MED-MAN-07,6.55,1
545,2025-11-03T14:35:00,Manta,MED-MAN-07,5.81,1
546,2025-11-03T08:01:00,Manta,MED-MAN-06,8.11,1
547,2025-11-03T13:00:00,Manta,MED-MAN-07,7.52,1
548,2025-11-03T08:46:00,Manta,MED-MAN-10,9.15,0
549,2025-11-03T15:10:00,Manta,MED-MAN-03,4.6,1
550,2025-11-03T09:17:00,Manta,MED-MAN-07,5.95,1
551,2025-11-03T11:26:00,Manta,MED-MAN-04,11.08,1
552,2025-11-03T18:40:00,Manta,MED-MAN-10,8.99,1
553,2025-11-03T10:29:00,Manta,MED-MAN-06,12.56,1
554,2025-11-03T16:24:00,Manta,MED-MAN-11,6.95,1
555,2025-11-03T16:08:00,Manta,MED-MAN-10,5.24,1
556,2025-11-03T18:12:00,Manta,MED-MAN-06,5.57,1
557,2025-11-03T11:47:00,Manta,MED-MAN-04,9.84,1
558,2025-11-03T12:24:00,Manta,MED-MAN-10,8.2,1
559,2025-11-03T10:37:00,Manta,MED-MAN-01,14.35,1
560,2025-11-03T18:29:00,Manta,MED-MAN-04,6.48,1
561,2025-11-03T14:51:00,Manta,MED-MAN-07,5.91,1
562,2025-11-03T17:31:00,Manta,MED-MAN-05,8.73,1
563,2025-11-03T10:16:00,Manta,MED-MAN-02,6.55,1
564,2025-11-03T14:38:00,Manta,MED-MAN-12,4.99,1
565,2025-11-03T13:34:00,Manta,MED-MAN-06,6.7,1
566,2025-11-03T18:57:00,Manta,MED-MAN-02,7.27,1
567,2025-11-03T10:42:00,Manta,MED-MAN-10,8.02,1
568,2025-11-03T17:43:00,Manta,MED-MAN-06,5.72,1
569,2025-11-03T13:06:00,Manta,MED-MAN-09,7.66,1
570,2025-11-03T15:37:00,Manta,MED-MAN-04,6.58,1
571,2025-11-03T14:23:00,Manta,MED-MAN-09,4.5,1
572,2025-11-03T09:22:00,Manta,MED-MAN-08,8.13,0
573,2025-11-03T08:18:00,Manta,MED-MAN-12,3.19,1
574,2025-11-03T09:22:00,Manta,MED-MAN-08,8.43,1
575,2025-11-03T10:33:00,Manta,MED-MAN-12,9.05,1
576,2025-11-03T14:20:00,Manta,MED-MAN-01,6.91,1
577,2025-11-03T12:41:00,Manta,MED-MAN-12,13.46,1
578,2025-11-03T10:33:00,Manta,MED-MAN-08,12.75,1
579,2025-11-03T10:51:00,Manta,MED-MAN-07,10.23,1
580,2025-11-03T13:01:00,Manta,MED-MAN-04,7.04,1
581,2025-11-03T14:37:00,Manta,MED-MAN-05,6.37,1
582,2025-11-03T18:51:00,Manta,MED-MAN-10,6.56,1
583,2025-11-03T08:51:00,Manta,MED-MAN-08,7.17,1
584,2025-11-03T08:16:00,Manta,MED-MAN-08,5.8,1
585,2025-11-03T15:40:00,Manta,MED-MAN-02,5.92,1
586,2025-11-03T12:22:00,Manta,MED-MAN-12,13.44,1
587,2025-11-03T11:58:00,Manta,MED-MAN-02,8.15,1
588,2025-11-03T10:19:00,Manta,MED-MAN-07,11.52,1
589,2025-11-03T13:38:00,Manta,MED-MAN-07,7.47,1
590,2025-11-03T13:11:00,Manta,MED-MAN-03,4.64,1
591,2025-11-03T15:10:00,Manta,MED-MAN-03,6.66,1
592,2025-11-03T09:20:00,Manta,MED-MAN-01,7.64,1
593,2025-11-03T14:08:00,Manta,MED-MAN-07,4.75,1
594,2025-11-03T15:32:00,Manta,MED-MAN-12,5.62,1
595,2025-11-03T14:31:00,Manta,MED-MAN-10,5.24,1
596,2025-11-03T07:50:00,Manta,MED-MAN-09,6.59,1
597,2025-11-03T11:10:00,Manta,MED-MAN-08,9.75,1
598,2025-11-03T15:32:00,Manta,MED-MAN-02,4.6,1
599,2025-11-03T11:49:00,Manta,MED-MAN-01,4.43,1
600,2025-11-03T18:28:00,Manta,MED-MAN-11,2.15,1
601,2025-11-03T10:19:00,Manta,MED-MAN-02,9.56,1
602,2025-11-03T14:55:00,Manta,MED-MAN-04,6.23,0
603,2025-11-03T10:51:00,Manta,MED-MAN-10,7.27,1
604,2025-11-03T17:27:00,Manta,MED-MAN-04,6.91,1
605,2025-11-03T07:36:00,Manta,MED-MAN-05,7.21,1
606,2025-11-03T16:34:00,Manta,MED-MAN-10,8.55,1
607,2025-11-03T11:54:00,Manta,MED-MAN-03,9.86,1
608,2025-11-03T13:58:00,Manta,MED-MAN-05,6.21,1
609,2025-11-03T17:08:00,Manta,MED-MAN-06,6.26,1
610,2025-11-03T10:48:00,Manta,MED-MAN-11,10.84,1
611,2025-11-03T11:40:00,Manta,MED-MAN-02,7.37,1
612,2025-11-03T13:32:00,Manta,MED-MAN-12,7.34,1
613,2025-11-03T12:29:00,Manta,MED-MAN-12,11.22,1
614,2025-11-03T08:46:00,Manta,MED-MAN-02,8.6,1
615,2025-11-03T15:25:00,Manta,MED-MAN-07,6.13,1
616,2025-11-03T10:31:00,Manta,MED-MAN-10,13.9,1
617,2025-11-03T09:36:00,Manta,MED-MAN-01,8.09,1
618,2025-11-03T07:06:00,Manta,MED-MAN-08,4.39,1
619,2025-11-03T07:07:00,Manta,MED-MAN-07,7.29,1
620,2025-11-03T10:44:00,Manta,MED-MAN-05,13.61,1
621,2025-11-03T08:41:00,Manta,MED-MAN-02,4.83,1
622,2025-11-03T12:42:00,Manta,MED-MAN-05,10.56,1
623,2025-11-03T18:44:00,Manta,MED-MAN-02,6.55,1
624,2025-11-03T07:13:00,Manta,MED-MAN-03,4.91,1
625,2025-11-03T16:14:00,Manta,MED-MAN-06,4.88,1
626,2025-11-03T08:55:00,Manta,MED-MAN-03,6.3,1
627,2025-11-03T14:04:00,Manta,MED-MAN-02,6.59,1
628,2025-11-03T12:23:00,Manta,MED-MAN-03,11.94,1
629,2025-11-03T17:43:00,Manta,MED-MAN-09,5.95,1
630,2025-11-03T16:00:00,Manta,MED-MAN-04,5.81,1
631,2025-11-04T17:47:00,Quito,MED-QUI-07,5.93,1
632,2025-11-04T16:43:00,Quito,MED-QUI-03,5.52,1
633,2025-11-04T08:37:00,Quito,MED-QUI-06,6.87,1
634,2025-11-04T13:20:00,Quito,MED-QUI-04,6.79,1
635,2025-11-04T15:38:00,Quito,MED-QUI-10,5.41,1
636,2025-11-04T11:49:00,Quito,MED-QUI-05,10.66,1
637,2025-11-04T10:33:00,Quito,MED-QUI-11,8.94,1
638,2025-11-04T07:50:00,Quito,MED-QUI-02,9.49,1
639,2025-11-04T10:31:00,Quito,MED-QUI-01,7.77,1
640,2025-11-04T12:59:00,Quito,MED-QUI-07,9.26,1
641,2025-11-04T12:34:00,Quito,MED-QUI-02,10.47,1
642,2025-11-04T07:37:00,Quito,MED-QUI-05,4.18,1
643,2025-11-04T10:02:00,Quito,MED-QUI-05,11.45,1
644,2025-11-04T17:45:00,Quito,MED-QUI-02,4.95,1
645,2025-11-04T17:34:00,Quito,MED-QUI-03,6.49,1
646,2025-11-04T11:05:00,Quito,MED-QUI-03,12.07,1
647,2025-11-04T15:20:00,Quito,MED-QUI-11,4.85,1
648,2025-11-04T17:04:00,Quito,MED-QUI-07,7.85,1
649,2025-11-04T18:54:00,Quito,MED-QUI-02,6.58,1
650,2025-11-04T14:39:00,Quito,MED-QUI-05,7.62,1
651,2025-11-04T17:47:00,Quito,MED-QUI-03,5.99,1
652,2025-11-04T18:00:00,Quito,MED-QUI-06,5.72,1
653,2025-11-04T15:33:00,Quito,MED-QUI-03,6.99,1
654,2025-11-04T18:49:00,Quito,MED-QUI-12,4.16,1
655,2025-11-04T08:49:00,Quito,MED-QUI-09,7.6,1
656,2025-11-04T08:16:00,Quito,MED-QUI-10,5.7,1
657,2025-11-04T17:04:00,Quito,MED-QUI-10,4.71,1
658,2025-11-04T09:23:00,Quito,MED-QUI-02,6.54,1
659,2025-11-04T16:43:00,Quito,MED-QUI-01,6.32,1
660,2025-11-04T07:15:00,Quito,MED-QUI-06,5.44,1
661,2025-11-04T13:58:00,Quito,MED-QUI-09,8.54,1
662,2025-11-04T18:47:00,Quito,MED-QUI-04,9.31,1
663,2025-11-04T12:15:00,Quito,MED-QUI-02,10.03,1
664,2025-11-04T16:23:00,Quito,MED-QUI-04,8.14,1
665,2025-11-04T15:02:00,Quito,MED-QUI-02,8.03,1
666,2025-11-04T14:55:00,Quito,MED-QUI-09,5.92,1
667,2025-11-04T14:00:00,Quito,MED-QUI-05,9.34,1
668,2025-11-04T16:50:00,Quito,MED-QUI-10,5.8,1
669,2025-11-04T14:49:00,Quito,MED-QUI-12,8.48,1
670,2025-11-04T15:48:00,Quito,MED-QUI-01,6.74,1
671,2025-11-04T10:34:00,Quito,MED-QUI-06,7.5,1
672,2025-11-04T07:48:00,Quito,MED-QUI-12,8.86,1
673,2025-11-04T18:19:00,Quito,MED-QUI-08,7.96,1
674,2025-11-04T07:09:00,Quito,MED-QUI-02,7.62,1
675,2025-11-04T07:58:00,Quito,MED-QUI-06,6.84,1
676,2025-11-04T14:47:00,Quito,MED-QUI-02,9.38,1
677,2025-11-04T15:08:00,Quito,MED-QUI-01,5.52,1
678,2025-11-04T13:42:00,Quito,MED-QUI-04,5.36,0
679,2025-11-04T11:16:00,Quito,MED-QUI-12,8.85,1
680,2025-11-04T12:20:00,Quito,MED-QUI-03,9.88,1
681,2025-11-04T16:06:00,Quito,MED-QUI-07,7.0,1
682,2025-11-04T08:34:00,Quito,MED-QUI-04,7.24,1
683,2025-11-04T14:19:00,Quito,MED-QUI-11,3.64,1
684,2025-11-04T11:52:00,Quito,MED-QUI-06,10.41,1
685,2025-11-04T09:05:00,Quito,MED-QUI-06,4.54,1
686,2025-11-04T13:32:00,Quito,MED-QUI-03,7.7,1
687,2025-11-04T07:25:00,Quito,MED-QUI-09,6.88,1
688,2025-11-04T18:35:00,Quito,MED-QUI-03,6.5,1
689,2025-11-04T08:00:00,Quito,MED-QUI-04,8.17,1
690,2025-11-04T09:12:00,Quito,MED-QUI-11,7.15,1
691,2025-11-04T08:37:00,Quito,MED-QUI-02,5.2,1
692,2025-11-04T07:04:00,Quito,MED-QUI-02,7.2,1
693,2025-11-04T12:07:00,Quito,MED-QUI-10,14.69,1
694,2025-11-04T13:52:00,Quito,MED-QUI-08,6.94,1
695,2025-11-04T07:24:00,Quito,MED-QUI-03,6.12,1
696,2025-11-04T11:17:00,Quito,MED-QUI-10,8.59,1
697,2025-11-04T10:41:00,Quito,MED-QUI-01,10.21,1
698,2025-11-04T08:17:00,Quito,MED-QUI-07,7.98,1
699,2025-11-04T10:41:00,Quito,MED-QUI-09,10.25,1
700,2025-11-04T07:24:00,Quito,MED-QUI-08,6.78,1
701,2025-11-04T12:58:00,Quito,MED-QUI-01,7.5,1
702,2025-11-04T12:38:00,Quito,MED-QUI-01,10.79,1
703,2025-11-04T14:33:00,Quito,MED-QUI-10,9.63,1
704,2025-11-04T10:10:00,Quito,MED-QUI-12,14.0,1
705,2025-11-04T07:48:00,Quito,MED-QUI-07,7.56,1
706,2025-11-04T12:59:00,Quito,MED-QUI-10,12.53,1
707,2025-11-04T12:51:00,Quito,MED-QUI-12,7.91,1
708,2025-11-04T18:22:00,Quito,MED-QUI-10,5.09,1
709,2025-11-04T09:36:00,Quito,MED-QUI-08,9.21,1
710,2025-11-04T15:19:00,Quito,MED-QUI-01,5.59,1
711,2025-11-04T08:03:00,Quito,MED-QUI-01,6.61,1
712,2025-11-04T12:58:00,Quito,MED-QUI-03,8.82,1
713,2025-11-04T12:03:00,Quito,MED-QUI-02,11.35,1
714,2025-11-04T15:55:00,Quito,MED-QUI-02,6.77,1
715,2025-11-04T12:45:00,Quito,MED-QUI-05,11.19,1
716,2025-11-04T12:08:00,Quito,MED-QUI-11,12.42,1
717,2025-11-04T14:41:00,Quito,MED-QUI-10,5.54,1
718,2025-11-04T12:14:00,Quito,MED-QUI-12,10.79,1
719,2025-11-04T18:18:00,Quito,MED-QUI-12,4.13,1
720,2025-11-04T07:44:00,Quito,MED-QUI-10,7.92,0
721,2025-11-04T07:11:00,Quito,MED-QUI-10,6.03,1
722,2025-11-04T10:40:00,Quito,MED-QUI-12,5.39,1
723,2025-11-04T08:15:00,Quito,MED-QUI-02,5.75,1
724,2025-11-04T18:42:00,Quito,MED-QUI-06,7.58,1
725,2025-11-04T14:00:00,Quito,MED-QUI-05,6.39,1
726,2025-11-04T08:46:00,Quito,MED-QUI-07,7.63,1
727,2025-11-04T14:46:00,Quito,MED-QUI-07,5.71,1
728,2025-11-04T12:34:00,Quito,MED-QUI-10,8.27,1
729,2025-11-04T17:48:00,Quito,MED-QUI-03,8.49,1
730,2025-11-04T14:04:00,Quito,MED-QUI-05,6.62,1
731,2025-11-04T08:04:00,Quito,MED-QUI-07,6.13,1
732,2025-11-04T09:46:00,Quito,MED-QUI-06,9.69,0
733,2025-11-04T16:39:00,Quito,MED-QUI-12,8.12,1
734,2025-11-04T07:27:00,Quito,MED-QUI-03,7.34,1
735,2025-11-04T07:06:00,Quito,MED-QUI-04,6.18,1
736,2025-11-04T13:44:00,Quito,MED-QUI-11,3.28,1
737,2025-11-04T11:19:00,Quito,MED-QUI-08,9.41,1
738,2025-11-04T09:03:00,Quito,MED-QUI-07,6.98,1
739,2025-11-04T08:18:00,Quito,MED-QUI-02,7.44,1
740,2025-11-04T07:13:00,Quito,MED-QUI-05,4.62,1
741,2025-11-04T08:30:00,Quito,MED-QUI-08,7.22,1
742,2025-11-04T17:16:00,Quito,MED-QUI-09,5.43,1
743,2025-11-04T13:11:00,Quito,MED-QUI-01,5.49,1
744,2025-11-04T11:28:00,Quito,MED-QUI-01,10.17,1
745,2025-11-04T09:48:00,Quito,MED-QUI-02,6.73,1
746,2025-11-04T08:42:00,Quito,MED-QUI-10,5.46,0
747,2025-11-04T10:35:00,Quito,MED-QUI-09,13.89,1
748,2025-11-04T17:55:00,Quito,MED-QUI-10,7.05,1
749,2025-11-04T10:30:00,Quito,MED-QUI-01,11.96,1
750,2025-11-04T15:36:00,Quito,MED-QUI-10,8.68,1
751,2025-11-04T09:07:00,Quito,MED-QUI-08,4.92,1
752,2025-11-04T09:10:00,Quito,MED-QUI-07,9.19,1
753,2025-11-04T08:43:00,Quito,MED-QUI-11,6.03,1
754,2025-11-04T09:53:00,Quito,MED-QUI-02,5.41,1
755,2025-11-04T08:24:00,Quito,MED-QUI-09,5.76,1
756,2025-11-04T12:54:00,Quito,MED-QUI-12,12.41,1
757,2025-11-04T16:37:00,Quito,MED-QUI-03,4.95,1
758,2025-11-04T16:37:00,Quito,MED-QUI-02,6.28,1
759,2025-11-04T08:36:00,Quito,MED-QUI-06,6.99,1
760,2025-11-04T13:16:00,Quito,MED-QUI-08,3.91,1
761,2025-11-04T16:38:00,Quito,MED-QUI-10,5.59,1
762,2025-11-04T16:43:00,Quito,MED-QUI-01,6.66,1
763,2025-11-04T13:56:00,Quito,MED-QUI-08,8.16,1
764,2025-11-04T11:57:00,Quito,MED-QUI-05,7.65,1
765,2025-11-04T11:53:00,Quito,MED-QUI-04,8.4,1
766,2025-11-04T09:19:00,Quito,MED-QUI-08,6.62,0
767,2025-11-04T12:17:00,Quito,MED-QUI-08,7.53,1
768,2025-11-04T10:58:00,Quito,MED-QUI-06,8.67,1
769,2025-11-04T07:32:00,Quito,MED-QUI-07,6.64,1
770,2025-11-04T09:49:00,Quito,MED-QUI-10,5.97,1
771,2025-11-04T07:11:00,Quito,MED-QUI-04,7.5,1
772,2025-11-04T07:29:00,Quito,MED-QUI-06,9.16,1
773,2025-11-04T18:12:00,Quito,MED-QUI-11,6.08,1
774,2025-11-04T08:43:00,Quito,MED-QUI-06,9.26,1
775,2025-11-04T14:38:00,Quito,MED-QUI-09,2.9,1
776,2025-11-04T12:22:00,Quito,MED-QUI-12,13.96,1
777,2025-11-04T08:18:00,Quito,MED-QUI-01,9.22,1
778,2025-11-04T09:54:00,Quito,MED-QUI-11,3.01,1
779,2025-11-04T10:43:00,Quito,MED-QUI-11,9.58,1
780,2025-11-04T07:30:00,Quito,MED-QUI-11,8.6,1
781,2025-11-04T09:38:00,Quito,MED-QUI-05,6.84,1
782,2025-11-04T18:45:00,Quito,MED-QUI-07,5.49,1
783,2025-11-04T13:54:00,Quito,MED-QUI-11,5.84,1
784,2025-11-04T15:52:00,Quito,MED-QUI-10,7.43,1
785,2025-11-04T08:00:00,Quito,MED-QUI-06,4.3,1
786,2025-11-04T15:41:00,Quito,MED-QUI-05,6.34,1
787,2025-11-04T11:43:00,Quito,MED-QUI-11,11.38,0
788,2025-11-04T12:55:00,Quito,MED-QUI-11,13.01,1
789,2025-11-04T11:12:00,Quito,MED-QUI-10,14.76,1
790,2025-11-04T13:42:00,Quito,MED-QUI-08,6.15,1
791,2025-11-04T11:16:00,Quito,MED-QUI-10,12.94,1
792,2025-11-04T18:36:00,Quito,MED-QUI-06,5.66,1
793,2025-11-04T18:45:00,Quito,MED-QUI-11,6.82,1
794,2025-11-04T12:32:00,Quito,MED-QUI-09,11.95,1
795,2025-11-04T09:18:00,Quito,MED-QUI-03,7.37,1
796,2025-11-04T18:16:00,Quito,MED-QUI-11,6.2,1
